ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,sentiment,news_count,lookback_hours,lead_days,days_held,win,streak
TSLA,2024-01-02 00:00:00+00:00,2024-01-09 00:00:00+00:00,248.54420816802977,234.84252671051027,40.234291008863266,-570.7261616335109,-5.51277439072585,stop_loss,0.2860375,8,48,5,5,False,1
TSLA,2024-01-09 00:00:00+00:00,2024-01-12 00:00:00+00:00,235.0774867172241,218.78055438995364,38.4644553168695,-644.3100276467103,-6.932578935929379,stop_loss,0.29244545454545456,22,48,5,3,False,1
GOOGL,2024-01-03 00:00:00+00:00,2024-01-18 00:00:00+00:00,137.94717398071288,142.33280495452883,65.23511675025831,267.8130514518325,3.17921045227727,hold_period,0.6522428571428572,7,72,3,10,True,2
TSLA,2024-01-12 00:00:00+00:00,2024-01-24 00:00:00+00:00,218.99944438934324,207.72608683013917,40.99415186237268,-479.63498301120126,-5.147664913323702,stop_loss,0.21687499999999998,16,48,5,7,False,3
GOOGL,2024-01-18 00:00:00+00:00,2024-02-01 00:00:00+00:00,142.4752089614868,140.03138970947268,63.21528028708827,-172.3454528049915,-1.7152592860381288,hold_period,0.39527999999999996,15,72,3,10,False,3
TSLA,2024-01-25 00:00:00+00:00,2024-02-08 00:00:00+00:00,182.7213198852539,189.46521755981448,49.013177584679674,312.29780948172447,3.6908105079339615,hold_period,0.21819111111111106,45,48,5,10,True,4
GOOGL,2024-02-01 00:00:00+00:00,2024-02-15 00:00:00+00:00,140.17149114990232,141.62850640106203,63.8047633224987,74.98433110949736,1.0394519165110028,hold_period,0.2738925,40,72,3,10,True,4
TSLA,2024-02-08 00:00:00+00:00,2024-02-23 00:00:00+00:00,189.65477755737302,191.87401622009278,47.32838421773205,86.97583875801865,1.1701464583714127,hold_period,0.23725,26,48,5,10,True,4
GOOGL,2024-02-15 00:00:00+00:00,2024-03-01 00:00:00+00:00,141.7702057571411,136.04350122833253,63.344091131276635,-380.3507503275505,-4.039427394652073,hold_period,0.34602307692307693,13,72,3,10,False,5
TSLA,2024-02-23 00:00:00+00:00,2024-03-05 00:00:00+00:00,192.06598622131347,180.6496354904175,46.79942088450681,-551.7214780710619,-5.943973191453667,stop_loss,0.3014730769230769,26,48,5,7,False,5
