ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,sentiment,news_count,lookback_hours,lead_days,days_held,win,streak
TSLA,2024-01-10 00:00:00+00:00,2024-01-12 00:00:00+00:00,234.05697244262694,218.78055438995364,68.08598707268297,-1070.9418920491607,-6.526794691586435,stop_loss,0.4451777777777778,27,48,5,2,False,1
GOOGL,2024-01-03 00:00:00+00:00,2024-03-06 00:00:00+00:00,137.94717398071288,130.34940451049806,579.9321413513352,-4561.784527637108,-5.507738397944351,stop_loss,0.6522428571428572,7,72,3,43,False,1
TSLA,2024-02-13 00:00:00+00:00,2024-03-13 00:00:00+00:00,184.11201427459716,169.3952557296753,81.90256646625176,-1234.2934475710663,-7.993372188613545,stop_loss,0.51953125,16,48,5,20,False,1
GOOGL,2024-03-11 00:00:00+00:00,2024-04-26 00:00:00+00:00,136.70593782806395,170.57522270202637,463.90346524475825,15569.529823218712,24.775284389299944,take_profit,0.5032142857142857,7,72,3,33,True,2
TSLA,2025-01-16 00:00:00+00:00,2025-01-29 00:00:00+00:00,414.0269173278808,388.9054561004639,41.83986900751074,-1084.6732323585147,-6.067591302891662,stop_loss,0.7330142857142857,7,48,5,8,False,3
GOOGL,2025-01-06 00:00:00+00:00,2025-02-07 00:00:00+00:00,196.20004074096678,184.52465013885498,443.23134509223036,-5343.648197899674,-5.950758500364561,stop_loss,0.63948,10,72,3,22,False,3
TSLA,2025-01-29 00:00:00+00:00,2025-02-07 00:00:00+00:00,389.29455610656737,361.4391851196289,42.26900464590802,-1209.1515736561232,-7.155345624538656,stop_loss,0.41445000000000004,8,48,5,7,False,3
GOOGL,2025-02-10 00:00:00+00:00,2025-02-25 00:00:00+00:00,185.83544025421142,174.64827365875246,435.0732532558756,-5024.073787559668,-6.019931709557447,stop_loss,0.5465142857142856,7,72,3,10,False,3
TSLA,2025-02-12 00:00:00+00:00,2025-02-25 00:00:00+00:00,336.6782647705078,302.6485877990723,47.83713703543194,-1658.4658868108418,-10.10747664231647,stop_loss,0.4394125,8,48,5,8,False,3
TSLA,2025-03-03 00:00:00+00:00,2025-03-06 00:00:00+00:00,284.7923188934326,263.3182872009277,52.81320375708131,-1163.0598883833572,-7.540242579555068,stop_loss,0.48441428571428574,7,48,5,3,False,3
GOOGL,2025-02-25 00:00:00+00:00,2025-03-10 00:00:00+00:00,174.82300930023192,165.33048615264894,431.89965739847895,-4246.729673437207,-5.429790498160914,stop_loss,0.6273124999999999,8,72,3,9,False,3
TSLA,2025-03-13 00:00:00+00:00,2025-03-18 00:00:00+00:00,240.80033267211914,225.19734255981447,295.5899827165235,-4749.831822389955,-6.479638104798702,stop_loss,0.434175,8,48,5,3,False,3
GOOGL,2025-03-17 00:00:00+00:00,2025-03-28 00:00:00+00:00,163.91945844268798,153.82803102874757,86.49791084172107,-900.3718827311968,-6.156332817234588,stop_loss,0.6484454545454544,11,72,3,9,False,3
GOOGL,2025-03-28 00:00:00+00:00,2025-04-04 00:00:00+00:00,153.98193601226805,145.126436126709,432.8949546606369,-3962.983726652077,-5.7509991852898406,stop_loss,0.47828571428571426,7,72,3,5,False,3
TSLA,2025-04-09 00:00:00+00:00,2025-04-10 00:00:00+00:00,272.33611221313475,252.27379389953614,46.4379587771081,-956.0149240142346,-7.366749180107812,stop_loss,0.44721428571428573,7,48,5,1,False,3
TSLA,2025-04-30 00:00:00+00:00,2025-05-14 00:00:00+00:00,282.3010836639404,347.5061526794434,42.089534546047446,2717.942711473999,23.09770411406746,take_profit,0.5612428571428572,7,48,5,10,True,4
TSLA,2025-05-27 00:00:00+00:00,2025-06-02 00:00:00+00:00,363.0714596557617,342.51865744018556,38.71490035533611,-823.0165408740395,-5.660814605219267,stop_loss,0.4354428571428572,7,48,5,4,False,5
TSLA,2025-06-02 00:00:00+00:00,2025-06-05 00:00:00+00:00,342.86134744262694,284.5576622009277,39.076618725538786,-2302.8282919046997,-17.005032989743917,stop_loss,0.44759999999999994,9,48,5,3,False,5
GOOGL,2025-04-04 00:00:00+00:00,2025-06-09 00:00:00+00:00,145.2716351623535,175.72973339080812,437.0269265318957,13170.722815276793,20.966307837324937,take_profit,0.8426142857142856,7,72,3,44,True,6
GOOGL,2025-06-27 00:00:00+00:00,2025-09-03 00:00:00+00:00,178.3430026702881,230.18808629608156,408.9482612226037,21034.888723220574,29.070433294006026,take_profit,0.49527142857142864,7,72,3,46,True,6
TSLA,2025-07-09 00:00:00+00:00,2025-09-11 00:00:00+00:00,296.0279448852539,368.6255925598145,49.07734547021683,3530.280403974304,24.523917058810408,take_profit,0.40763636363636363,11,48,5,45,True,6
TSLA,2025-09-11 00:00:00+00:00,2025-09-29 00:00:00+00:00,368.994402557373,442.98838645935064,250.91219677944247,18362.25666396864,20.052874349624506,take_profit,0.45358,10,48,5,12,True,6
TSLA,2025-10-06 00:00:00+00:00,2025-10-10 00:00:00+00:00,453.47662499999996,413.28324523925784,236.56125930672454,-9713.2383384149,-8.863385132749046,stop_loss,0.6618428571428571,7,48,5,4,False,7
TSLA,2026-01-06 00:00:00+00:00,2026-01-30 00:00:00+00:00,433.17647145080565,430.19479866027837,229.70871541607204,-883.2401318874181,-0.6883275032323444,end_of_backtest,0.590625,8,48,5,17,False,7
GOOGL,2026-01-07 00:00:00+00:00,2026-01-30 00:00:00+00:00,322.1410009918213,337.831,61.52982256656354,924.7948949228739,4.87053773343713,end_of_backtest,0.7703333333333332,9,72,3,16,True,8
