date,equity,cash,num_positions,peak,drawdown
2024-01-02 00:00:00+00:00,99971.50624737632,80982.001,2,99971.50624737632,0.0
2024-01-03 00:00:00+00:00,99664.77963531806,80982.001,2,99971.50624737632,-0.0030681403489037917
2024-01-04 00:00:00+00:00,99462.93307145331,80982.001,2,99971.50624737632,-0.005087181288081832
2024-01-05 00:00:00+00:00,99399.26292649686,80982.001,2,99971.50624737632,-0.005724064209490565
2024-01-08 00:00:00+00:00,99731.40463831284,80982.001,2,99971.50624737632,-0.002401700425212705
2024-01-09 00:00:00+00:00,99659.0878925487,80519.81553407869,2,99971.50624737632,-0.0031250739991308674
2024-01-10 00:00:00+00:00,99716.476063278,80519.81553407869,2,99971.50624737632,-0.0025510287247975105
2024-01-11 00:00:00+00:00,99446.22812391986,80519.81553407869,2,99971.50624737632,-0.00525427837564707
2024-01-12 00:00:00+00:00,99144.58198393218,79946.0598038525,2,99971.50624737632,-0.008271599523547724
2024-01-16 00:00:00+00:00,99174.38746258322,79946.0598038525,2,99971.50624737632,-0.007973459785837966
2024-01-17 00:00:00+00:00,98894.86469875852,81138.9739291049,2,99971.50624737632,-0.010769484116340933
2024-01-18 00:00:00+00:00,98874.0291114448,81138.9739291049,2,99971.50624737632,-0.01097789937480631
2024-01-19 00:00:00+00:00,99071.34233803317,81138.9739291049,2,99971.50624737632,-0.009004204729252896
2024-01-22 00:00:00+00:00,98908.98287478372,81138.9739291049,2,99971.50624737632,-0.010628262116641807
2024-01-23 00:00:00+00:00,98989.65960312118,81138.9739291049,2,99971.50624737632,-0.009821264889473547
2024-01-24 00:00:00+00:00,99029.62214746737,89557.1174816342,1,99971.50624737632,-0.00942152554527187
2024-01-25 00:00:00+00:00,99218.12633993325,80592.45002172262,2,99971.50624737632,-0.007535946348341094
2024-01-26 00:00:00+00:00,99268.8985622174,80592.45002172262,2,99971.50624737632,-0.007028079415152044
2024-01-29 00:00:00+00:00,99729.40469127827,80592.45002172262,2,99971.50624737632,-0.002421705595782364
2024-01-30 00:00:00+00:00,99631.16536144978,80592.45002172262,2,99971.50624737632,-0.003404378894566018
2024-01-31 00:00:00+00:00,98669.94757318123,80544.41109680677,2,99971.50624737632,-0.013019296428068539
2024-02-01 00:00:00+00:00,98814.58295591667,80544.41109680677,2,99971.50624737632,-0.011572530362770395
2024-02-02 00:00:00+00:00,98845.92096569955,80544.41109680677,2,99971.50624737632,-0.011259060945741362
2024-02-05 00:00:00+00:00,98593.19179921984,80544.41109680677,2,99971.50624737632,-0.013787072936021216
2024-02-06 00:00:00+00:00,98818.02436671747,80544.41109680677,2,99971.50624737632,-0.011538106446096763
2024-02-07 00:00:00+00:00,99031.52543896552,80544.41109680677,2,99971.50624737632,-0.009402487205552923
2024-02-08 00:00:00+00:00,99124.794589648,80830.25531312541,2,99971.50624737632,-0.008469529864171155
2024-02-09 00:00:00+00:00,99512.0177296532,80830.25531312541,2,99971.50624737632,-0.004596194805609244
2024-02-12 00:00:00+00:00,99160.51227746156,80830.25531312541,2,99971.50624737632,-0.008112251183932218
2024-02-13 00:00:00+00:00,98813.24895818855,80830.25531312541,2,99971.50624737632,-0.01158587414219514
2024-02-14 00:00:00+00:00,99058.96137205497,81112.56449431079,2,99971.50624737632,-0.009128049677107897
2024-02-15 00:00:00+00:00,99419.28600823515,81112.56449431079,2,99971.50624737632,-0.0055237763225725045
2024-02-16 00:00:00+00:00,99256.7115069881,81112.56449431079,2,99971.50624737632,-0.007149984702836121
2024-02-20 00:00:00+00:00,99000.58893303983,81112.56449431079,2,99971.50624737632,-0.009711940439648736
2024-02-21 00:00:00+00:00,99136.6979585741,81112.56449431079,2,99971.50624737632,-0.008350462248078117
2024-02-22 00:00:00+00:00,99356.79548349787,81112.56449431079,2,99971.50624737632,-0.006148859679650842
2024-02-23 00:00:00+00:00,99063.97071199419,81162.62794795843,2,99971.50624737632,-0.009077942000158212
2024-02-26 00:00:00+00:00,98992.23075010558,80669.02585317801,2,99971.50624737632,-0.009795546091378893
2024-02-27 00:00:00+00:00,99093.04414861265,80669.02585317801,2,99971.50624737632,-0.00878712476923127
2024-02-28 00:00:00+00:00,99038.69733055214,80669.02585317801,2,99971.50624737632,-0.009330747848451781
2024-02-29 00:00:00+00:00,99166.65139459893,80669.02585317801,2,99971.50624737632,-0.008050842514924272
2024-03-01 00:00:00+00:00,99116.3684120289,80669.02585317801,2,99971.50624737632,-0.008553815656547337
2024-03-04 00:00:00+00:00,98188.6380333649,80669.02585317801,2,99971.50624737632,-0.017833763648611778
2024-03-05 00:00:00+00:00,97770.76463254936,80220.25684109001,2,99971.50624737632,-0.022013688674263898
2024-03-06 00:00:00+00:00,97481.00387317126,80220.25684109001,2,99971.50624737632,-0.024912122140506754
2024-03-07 00:00:00+00:00,97779.1035553677,80220.25684109001,2,99971.50624737632,-0.02193027567858774
2024-03-08 00:00:00+00:00,97683.01195943843,80220.25684109001,2,99971.50624737632,-0.022891465516935217
2024-03-11 00:00:00+00:00,97923.17882196509,80246.84263067492,2,99971.50624737632,-0.020489112371106177
2024-03-12 00:00:00+00:00,97965.57282790415,80246.84263067492,2,99971.50624737632,-0.020065051480854468
2024-03-13 00:00:00+00:00,97625.94383854349,79721.35803884616,2,99971.50624737632,-0.023462309380723023
2024-03-14 00:00:00+00:00,97475.56503965249,79721.35803884616,2,99971.50624737632,-0.02496652597738913
2024-03-15 00:00:00+00:00,97407.1640166761,79721.35803884616,2,99971.50624737632,-0.025650731162885854
2024-03-18 00:00:00+00:00,98362.44523819003,79721.35803884616,2,99971.50624737632,-0.0160951962172573
2024-03-19 00:00:00+00:00,98190.7963229176,79721.35803884616,2,99971.50624737632,-0.017812174601555153
2024-03-20 00:00:00+00:00,98528.24591378635,79721.35803884616,2,99971.50624737632,-0.014436716898299728
2024-03-21 00:00:00+00:00,98306.06664826383,79721.35803884616,2,99971.50624737632,-0.016659142806065286
2024-03-22 00:00:00+00:00,98407.32652819641,79721.35803884616,2,99971.50624737632,-0.015646255397106845
2024-03-25 00:00:00+00:00,98441.4828219186,89422.42477909965,1,99971.50624737632,-0.01530459510804738
2024-03-26 00:00:00+00:00,98704.79737151794,89422.42477909965,1,99971.50624737632,-0.012670699116245743
2024-03-27 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-03-28 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-01 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-02 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-03 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-04 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-05 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-08 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-09 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-10 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-11 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-12 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
2024-04-15 00:00:00+00:00,98803.55867042956,98803.55867042956,0,99971.50624737632,-0.011682804638921018
