ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,sentiment,news_count,lookback_hours,lead_days,days_held,win,streak
GOOGL,2024-01-04 00:00:00+00:00,2024-01-18 00:00:00+00:00,135.43485582733155,142.33280495452883,73.83623616618449,488.8092822172475,5.09318600818065,take_profit,0.6037583333333334,12,72,3,9,True,1
GOOGL,2024-01-26 00:00:00+00:00,2024-02-09 00:00:00+00:00,151.12423040771483,147.80870333099367,66.49417436972922,-240.34053418793155,-2.193908328119376,hold_period,0.530961111111111,18,72,3,10,False,2
TSLA,2024-02-13 00:00:00+00:00,2024-02-15 00:00:00+00:00,184.11201427459716,200.34977194976807,54.44971592050041,863.2074575567767,8.81949922667884,take_profit,0.51953125,16,48,5,2,True,3
GOOGL,2024-02-20 00:00:00+00:00,2024-03-05 00:00:00+00:00,140.13176792907714,131.60925705718995,72.15471388098113,-634.546729416179,-6.081783593996026,hold_period,0.5204749999999999,12,72,3,10,False,4
GOOGL,2024-03-05 00:00:00+00:00,2024-03-13 00:00:00+00:00,131.74093215179442,138.6723436203003,76.26872516766335,508.0258405039167,5.2613954943930175,take_profit,0.5084428571428573,14,72,3,6,True,5
GOOGL,2025-01-06 00:00:00+00:00,2025-01-22 00:00:00+00:00,196.20004074096678,197.49731705474855,51.47050680279906,46.507666800947845,0.6612008381254642,hold_period,0.63948,10,72,3,10,True,5
GOOGL,2025-01-22 00:00:00+00:00,2025-02-05 00:00:00+00:00,197.69491316986083,190.48831110382082,51.10483692449267,-388.13026373801404,-3.6453148695070547,hold_period,0.5378666666666667,12,72,3,10,False,6
TSLA,2025-01-30 00:00:00+00:00,2025-02-10 00:00:00+00:00,400.4801387786865,350.554645980835,22.702347685979078,-1150.4761486985444,-12.466409183263238,stop_loss,0.5090545454545455,11,48,5,7,False,6
GOOGL,2025-02-14 00:00:00+00:00,2025-03-03 00:00:00+00:00,184.5996389465332,166.2752954940796,53.89666910445857,-1006.5320658519377,-9.926532661183051,hold_period,0.69072,10,72,3,10,False,6
GOOGL,2025-03-03 00:00:00+00:00,2025-03-17 00:00:00+00:00,166.44165396881104,163.75562090301514,59.17180114278445,-178.47578191882167,-1.6137985905254393,hold_period,0.6334500000000001,10,72,3,10,False,6
GOOGL,2025-03-17 00:00:00+00:00,2025-03-31 00:00:00+00:00,163.91945844268798,154.1370195236206,59.97338550117247,-605.7609041991182,-5.967832624634772,hold_period,0.6484454545454544,11,72,3,10,False,6
GOOGL,2025-04-16 00:00:00+00:00,2025-04-25 00:00:00+00:00,152.98418396759033,161.43322006225586,63.864306286567874,519.5117795831975,5.522816722319113,take_profit,0.6049399999999999,10,72,3,6,True,7
GOOGL,2025-04-25 00:00:00+00:00,2025-05-09 00:00:00+00:00,161.59473403930664,152.25316577911377,60.78279727528737,-586.8832030624981,-5.780861805756999,hold_period,0.60585,10,72,3,10,False,8
GOOGL,2025-05-15 00:00:00+00:00,2025-05-27 00:00:00+00:00,163.59022286224365,172.33763146209716,59.682611030981754,502.01913353001146,5.347146331122454,take_profit,0.51758,10,72,3,7,True,9
GOOGL,2025-07-10 00:00:00+00:00,2025-07-21 00:00:00+00:00,177.4339485168457,189.71106625366212,55.30899602327335,658.7286339209331,6.919260851398357,take_profit,0.55678,10,72,3,7,True,9
TSLA,2025-07-18 00:00:00+00:00,2025-08-01 00:00:00+00:00,329.8148188934326,302.4786898803711,26.776670793312494,-748.9012424754474,-8.288326493265942,hold_period,0.5043375,16,48,5,10,False,10
GOOGL,2025-07-21 00:00:00+00:00,2025-08-04 00:00:00+00:00,189.90087222290038,194.640957862854,47.36970870063149,206.3208415062818,2.496084185642844,hold_period,0.6710454545454545,11,72,3,10,True,11
TSLA,2025-08-12 00:00:00+00:00,2025-08-26 00:00:00+00:00,341.01041633605956,351.49417842102054,28.812340930150423,282.1090489426442,3.074323124085865,hold_period,0.5664454545454546,11,48,5,10,True,11
TSLA,2025-09-09 00:00:00+00:00,2025-09-11 00:00:00+00:00,347.1434862213135,368.6255925598145,28.38457200611122,589.4435952517106,6.18824987106501,take_profit,0.5629727272727273,11,48,5,2,True,11
TSLA,2025-09-12 00:00:00+00:00,2025-09-16 00:00:00+00:00,396.1379724426269,421.40918511962894,25.02275553011307,611.898094108099,6.379396683730465,take_profit,0.5829727272727273,11,48,5,2,True,11
TSLA,2025-09-16 00:00:00+00:00,2025-09-29 00:00:00+00:00,421.83080511474606,442.98838645935064,23.643729497954297,479.7965791125789,5.015655824104481,take_profit,0.5027999999999999,11,48,5,9,True,11
TSLA,2026-01-07 00:00:00+00:00,2026-01-22 00:00:00+00:00,431.62570866394043,449.13530535888674,23.21834150928979,386.0939857415451,4.056662136540878,hold_period,0.7520999999999999,14,48,5,10,True,11
GOOGL,2026-01-08 00:00:00+00:00,2026-01-23 00:00:00+00:00,325.60272244262694,327.76602767944337,27.697764828830753,41.821865714931846,0.6644002300065566,hold_period,0.7960733333333333,15,72,3,10,True,11
TSLA,2026-01-23 00:00:00+00:00,2026-01-30 00:00:00+00:00,449.284527557373,430.19479866027837,22.401004432116846,-447.3303219162826,-4.248917495752602,end_of_backtest,0.5658733333333333,15,48,5,5,False,12
GOOGL,2026-01-26 00:00:00+00:00,2026-01-30 00:00:00+00:00,333.4266397705078,337.831,27.163323805048307,101.40347444207691,1.3209383127046115,end_of_backtest,0.7651111111111111,18,72,3,4,True,13
