ticker,entry_date,exit_date,entry_price,exit_price,shares,pnl,pnl_pct,exit_reason,sentiment,news_count,lookback_hours,lead_days,days_held,win,streak
GOOGL,2024-01-02 00:00:00+00:00,2024-01-09 00:00:00+00:00,137.2024017562866,139.82304361724854,72.88502148645368,170.81453280616734,1.9100553834451084,hold_period,0.3186833333333334,6,72,3,5,True,1
TSLA,2024-01-02 00:00:00+00:00,2024-01-09 00:00:00+00:00,248.54420816802977,234.84252671051027,36.20683847887605,-513.5964728539984,-5.51277439072585,stop_loss,0.22647777777777778,9,48,5,5,False,2
TSLA,2024-01-09 00:00:00+00:00,2024-01-12 00:00:00+00:00,235.0774867172241,218.78055438995364,38.14977426572087,-639.0388713260163,-6.932578935929379,stop_loss,0.2611,24,48,5,3,False,2
GOOGL,2024-01-09 00:00:00+00:00,2024-01-17 00:00:00+00:00,139.96293660736083,140.33888359069826,71.20257725051981,6.8101821170712356,0.26860466952909334,hold_period,0.47342631578947364,19,72,3,5,True,3
TSLA,2024-01-12 00:00:00+00:00,2024-01-22 00:00:00+00:00,218.99944438934324,208.69560305023194,40.65877514397833,-436.3311248901955,-4.704962319809747,hold_period,0.23168333333333335,18,48,5,5,False,4
GOOGL,2024-01-17 00:00:00+00:00,2024-01-24 00:00:00+00:00,140.479292678833,147.5110922012329,64.14599207977963,432.58832752289345,5.005577255059346,hold_period,0.5303384615384614,26,72,3,5,True,5
GOOGL,2024-01-24 00:00:00+00:00,2024-01-31 00:00:00+00:00,147.65867708587646,138.9798680038452,67.0609059539294,-601.2310401572377,-5.877615358143673,stop_loss,0.4315241379310345,29,72,3,5,False,6
TSLA,2024-01-25 00:00:00+00:00,2024-02-01 00:00:00+00:00,182.7213198852539,188.7655706100464,48.7678284325771,276.64837340953636,3.307906668246585,hold_period,0.21009166666666668,48,48,5,5,True,7
GOOGL,2024-01-31 00:00:00+00:00,2024-02-07 00:00:00+00:00,139.1189173965454,144.3763688430786,64.33358187872436,319.9924158994327,3.779106066177418,hold_period,0.3131354838709677,62,72,3,5,True,7
TSLA,2024-02-01 00:00:00+00:00,2024-02-08 00:00:00+00:00,188.95443061065671,189.46521755981448,47.49171286174319,6.28634985077224,0.27032282201957525,hold_period,0.23964166666666667,36,48,5,5,True,7
GOOGL,2024-02-07 00:00:00+00:00,2024-02-14 00:00:00+00:00,144.52081743621827,144.77315826416017,62.29823120823722,-2.302115742928436,0.17460517620810911,hold_period,0.396185,40,72,3,5,False,8
TSLA,2024-02-08 00:00:00+00:00,2024-02-15 00:00:00+00:00,189.65477755737302,200.34977194976807,47.46020592853512,489.0769400349236,5.63919060207152,hold_period,0.23521034482758618,29,48,5,5,True,9
GOOGL,2024-02-14 00:00:00+00:00,2024-02-22 00:00:00+00:00,144.91800384521483,142.93795571899415,62.11138872694733,-140.8626722676181,-1.3663230748993338,hold_period,0.4644758620689654,29,72,3,5,False,10
TSLA,2024-02-15 00:00:00+00:00,2024-02-23 00:00:00+00:00,200.5502219467163,191.87401622009278,45.12568327741931,-409.2281235512419,-4.326201009604802,hold_period,0.3141227272727273,22,48,5,5,False,10
GOOGL,2024-02-22 00:00:00+00:00,2024-02-28 00:00:00+00:00,143.08096517944335,135.2896059036255,63.11799682687443,-509.34518287042556,-5.445419847459377,stop_loss,0.38801818181818176,33,72,3,4,False,10
TSLA,2024-02-23 00:00:00+00:00,2024-03-01 00:00:00+00:00,192.06598622131347,202.53867938995361,46.81704115332047,471.82628419311004,5.452653733583368,hold_period,0.3112137931034483,29,48,5,5,True,11
TSLA,2024-03-01 00:00:00+00:00,2024-03-04 00:00:00+00:00,202.74131938934326,188.0459293899536,44.375872813074594,-669.4622828002448,-7.248344858192768,stop_loss,0.38867096774193555,31,48,5,1,False,12
GOOGL,2024-02-28 00:00:00+00:00,2024-03-06 00:00:00+00:00,135.42496318817138,130.34940451049806,66.05084193483219,-352.7995447011599,-3.747875250016408,hold_period,0.4118035714285714,28,72,3,5,False,12
TSLA,2024-03-04 00:00:00+00:00,2024-03-06 00:00:00+00:00,188.23406938934326,176.45172328948976,47.440279030603406,-576.2585823753707,-6.259412091592676,stop_loss,0.4604000000000001,11,48,5,2,False,12
GOOGL,2024-03-06 00:00:00+00:00,2024-03-13 00:00:00+00:00,130.47981912231444,138.6723436203003,74.58899625011311,590.9963894017092,6.278767515998784,hold_period,0.43832558139534883,43,72,3,5,True,13
TSLA,2024-03-06 00:00:00+00:00,2024-03-13 00:00:00+00:00,176.62826328277586,169.3952557296753,49.58521058100057,-375.8078517106678,-4.09504539005785,hold_period,0.29989756097560977,41,48,5,5,False,14
GOOGL,2024-03-13 00:00:00+00:00,2024-03-20 00:00:00+00:00,138.81108533477783,147.5507604675293,70.26728138804567,593.9913433953643,6.296093076193121,hold_period,0.5387035714285714,28,72,3,5,True,15
TSLA,2024-03-13 00:00:00+00:00,2024-03-20 00:00:00+00:00,169.5647357254028,175.57217366027834,51.76497582701503,293.1088757097641,3.5428580766959206,hold_period,0.3482861111111111,36,48,5,5,True,15
GOOGL,2024-03-20 00:00:00+00:00,2024-03-27 00:00:00+00:00,147.6983850402832,149.66373238372805,66.63977816835914,111.15416545013068,1.3306491759600636,hold_period,0.4440448979591837,49,72,3,5,True,15
